dimensions,cpu times,gpu times
1,0.00010514259338378906,0.003425121307373047
2,5.9604644775390625e-06,0.0030181407928466797
3,5.245208740234375e-06,0.0025238990783691406
4,4.291534423828125e-06,0.002180814743041992
5,3.0994415283203125e-06,0.0018718242645263672
6,3.0994415283203125e-06,0.0020847320556640625
7,3.814697265625e-06,0.0019500255584716797
8,3.814697265625e-06,0.002090930938720703
9,3.0994415283203125e-06,0.0020821094512939453
10,3.0994415283203125e-06,0.002042055130004883
11,2.1457672119140625e-06,0.0020699501037597656
12,3.0994415283203125e-06,0.0021376609802246094
13,4.0531158447265625e-06,0.002164125442504883
14,3.0994415283203125e-06,0.002028942108154297
15,4.291534423828125e-06,0.0021576881408691406
16,3.0994415283203125e-06,0.002101898193359375
17,2.86102294921875e-06,0.002228975296020508
18,3.0994415283203125e-06,0.0020911693572998047
19,1.9073486328125e-06,0.002145051956176758
20,1.9073486328125e-06,0.002119779586791992
21,3.0994415283203125e-06,0.002043008804321289
22,2.1457672119140625e-06,0.0020220279693603516
23,2.1457672119140625e-06,0.0020208358764648438
24,1.9073486328125e-06,0.0021429061889648438
25,2.1457672119140625e-06,0.0020918846130371094
26,3.0994415283203125e-06,0.0020411014556884766
27,2.1457672119140625e-06,0.0019860267639160156
28,3.0994415283203125e-06,0.0021097660064697266
29,3.0994415283203125e-06,0.0021338462829589844
30,2.86102294921875e-06,0.002165079116821289
31,3.0994415283203125e-06,0.002074003219604492
32,2.1457672119140625e-06,0.002054929733276367
33,1.9073486328125e-06,0.0020956993103027344
34,1.9073486328125e-06,0.002105712890625
35,2.86102294921875e-06,0.0021181106567382812
36,2.86102294921875e-06,0.002146005630493164
37,2.86102294921875e-06,0.002093076705932617
38,3.0994415283203125e-06,0.0019338130950927734
39,3.0994415283203125e-06,0.002193927764892578
40,3.0994415283203125e-06,0.0020160675048828125
41,1.9073486328125e-06,0.0020978450775146484
42,1.9073486328125e-06,0.0020961761474609375
43,2.86102294921875e-06,0.0022683143615722656
44,2.1457672119140625e-06,0.0020859241485595703
45,1.9073486328125e-06,0.0020689964294433594
46,2.86102294921875e-06,0.0020751953125
47,1.9073486328125e-06,0.002171754837036133
48,3.0994415283203125e-06,0.0022611618041992188
49,3.814697265625e-06,0.002274036407470703
50,4.0531158447265625e-06,0.002187967300415039
51,4.291534423828125e-06,0.002232789993286133
52,4.0531158447265625e-06,0.0018439292907714844
53,3.0994415283203125e-06,0.002096891403198242
